,Command,DistToRfvThreshold,Text
38,payment/deposit/others/Astro卡无法使用,1.2048266931272738,AstroPay 充值卡 被 拒绝 
39,payment/withdrawal/verification/提款验证链接无法使用,1.1034651181400927,我 想 提款 ， 银行 资料 审核 点 不 开 
40,payment/deposit/online/无法进行在线存款,1.3324893054454325,现在 在线 从不 了 钱 吗 ？ 
41,payment/withdrawal/提高单日提款上限,1.1903479573399849,提款 的 限制 可以 更改 ？ 
42,payment/withdrawal/提款,1.3629949841507185,新 开户 注册 怎么 绑定 银行卡 
43,portal/网址被劫持,1.3434110018344958,登陆 出现 威尼斯人 是 什么 情况 ？ 
44,smalltalk/影视世界,1.2636227416923191,范 冰 冰 去 哪儿 了 
45,promotion/rebate/返水不到账,1.2372949493563175,今天 洗 码 什么 时候 到 账 
46,bet/账户余额不对？,1.2952238602197863,我 的 账户 又 出 问题 了 ， 我 应该 有 2570 ， 现在 只 剩 1400 了 ， 之前 是 在 炸 金花 玩 的 
47,account/email/忘记注册邮箱？,1.1224142612621524,注册 邮箱 在 哪里 可以 看见 
48,payment/deposit/unionpay/云闪付扫码存款,1.0993067212639018,云闪付 为什么 突然 不支 持 信用卡 付 了 
49,payment/withdrawal/无法提交提款申请,1.1373828482401027,请问 为什么 现在 提 不了 款 
50,portal/app/必威手机版APP下载步骤,1.3315895605466979,精简 版 给 我 发 下 
51,bet/sportsbook/体育账户余额不对？,1.2665570715148036,下注 赛事 后 好像 扣 多余 额 了 
52,payment/deposit/localbank/本银转账存款,1.202298024144175,本地银行转账 存款 的 具体 操作 方式 是 怎么样 的 ？ 
53,payment/deposit/localbank/本银/支付宝存款申请失败,1.1613070216826433,支付宝转账 失败 了 
54,common/限额,1.3054604444800018,限制 我 了 ， 不好 玩 
55,bet/slot/老虎机账户余额不对？,1.158717503841012,MG 的 游戏 打 不成 一打 就是 错误 ， 还 把 钱 扣 了 
56,portal/app/android/必威APP安卓下载版/安装步骤,1.292596167560904,vivo/oppo 手机 可以 下载 客户端 吗 
57,fundtransfer/免费旋转的金额无法转出？,1.121252570253167,老虎机 免费转 赢 的 钱 怎么 没有 显示 
58,bet/注单可以撤销吗？,1.2093720733062776,滚球 投注 了 还 能 兑换 回来 的 ？ 我 点 错 了 怎么办 
59,payment/deposit/为何存款尚未到账,1.3651339323840836,速度 帮 我 核实 一下 进款 
60,smalltalk/politics/政治未来,1.2258024497762188,达赖喇嘛 流亡 
61,account/password/无法更换密码,1.0368746138630354,怎么 我 根据 步骤 操作 了 还是 更改 不到 密码 
62,smalltalk/personality/小帮手的起源,1.0741389091015672,你 是 什么 国籍 
63,payment/withdrawal/提款问题,1.1550708643705025,为什么 迟 申请 的 提款 到 账 了 ， 反而 先 申请 的 还 没 到 
64,bet/fishing/PT 捕鱼王游戏未派彩,1.1401893516918948,我 在 PT 深海大赢家 击毙 了 条 鱼 没 给 我 派 钱 ， 咋 个 一回 事 ？ 
65,payment/withdrawal/屡次提款被拒,1.3418675907294595,出 不了 款 ， 几次 了 都 被 取消 或 失败 的 
66,account/email/邮件链接无效,1.2645317212767797,什么 邮件 ， 现在 按 都 按 不 进 
67,smalltalk/personality/小帮手是谁,1.1233748789997935,你 男 的 还是 女 的 
68,portal/app/betway/必威APP桌面下载版,1.2740127942738932,我 想要 下载 荧 幕 上 的 客户端 
69,account/双重账号,1.1357358917826406,我 可以 开 多 一个 必威 账户 吗 ？ 这个 账户 我 一直 输钱 
70,account/phone/验证电话号码,1.1503963482300401,怎么 操作手 机 号码 验证 
71,common/提交不了,1.0436011860337573,点击 了 根本 没有 办法 提交 
72,smalltalk/美味佳肴,1.230165215551,有没有 英文 菜单 ？ 
73,promotion/安全屋优惠,1.349850906292416,领 一下 登录 网址 彩金 
74,bet/sportsbook/有没有其他投注类型,1.0478583085128694,时时 彩 
75,account/password/如何重置账号密码,0.968717374157199,您好 ， 我 需要 更新 我 的 密码 
76,payment/deposit/利用单号查询存款申请状态,0.8785937977870765,我 的 存款单 号 是 
77,portal/app/ios/必威真人APP 苹果下载版,0.9133262372648285,有没有 娱乐场 苹果 app 
78,smalltalk/个人状态,1.154215463539658,最近 怎么样 
79,payment/deposit/必威存款方式,1.3455039864512324,储蓄 卡 怎么 存 
80,portal/app/必威的桌面/手机下载版,1.2123326375979253,有 软件 可以 下载 吗 ？ 
81,bet/结算但还未派彩,1.2311391854264377,我 要 投诉 ！ 成功 下注 没有 派彩 ！ ！ 这种 事情 不是 第一次 了 ！ ！ ！ 
82,portal/cs-contact/如何联系在线客服,1.2544659590118734,你 是 机器人 吗 ？ 
83,portal/app/android/必威游戏APP 安卓下载版,0.5918273389698863,有没有 安 卓 版 的 老虎机 客户端 
84,account/想要激活必威账号,1.3190559390694743,解除 冻结 账号 
85,portal/app/必威手机版APP更新步骤,1.084035730321604,发布 新版 本 了 吗 ？ 要 怎么 更新 啊 
86,promotion/首存优惠,1.208889576304864,有 首存优惠 吗 
87,promotion/slots/老虎机优惠/返水,0.6399210612055752,你好 我 最近 充值 了 pt 游戏 想 问 一下 有 什么 优惠 返 点 可以 申请 吗 
88,portal/必威备用网址,1.3758447909405158,怎么 上网 站上 不到 
89,bet/sportsbook/Half Won什么意思,0.5,
90,payment/deposit/online/在线存款,1.3360045097978157,你们 有 在线 支付 吗 
91,promotion/38APP彩金,1.343116112475816,怎么 赠送 38 元 啊 ， 谢谢 
92,common/举报投诉,1.304847034322471,我 马上 上报 中央 
93,bet/sportsbook/体育/电竞注单结算问题,1.3237805621338072,我 这 单正 常 应该 是 全 对了 啊 
94,common/提高限额,1.2312849047090775,怎么 调整 额度 啊 
95,payment/deposit/提高单日存款上限,0.9676036179164759,可以 帮忙 提高 存款 金额 吗 
96,payment/deposit/存款,1.3622843686159953,今天 进账 的话 几时 才能 下注 ？ 
97,payment/deposit/cashcard/无法进行必威卡存款,1.033915061709683,我 刚才 使用 了 必威卡 但 不知 道 是否 成功 了 
98,payment/withdrawal/提款一直显示处理中,1.3328025164643458,说 什么 协助 审核 出 款 是 什么 意思 啊 ？ 
99,portal/必威专属会员网址,0.9503947039645592,我 的 安全 屋 
100,account/password/重置密码邮件链接无法使用,0.5,
101,portal/app/ios/必威体育APP 苹果下载版,0.970979046938683,可以 给 个体 育 苹果 app 链接 吗 
102,portal/app/android/如何更新/重新下载APP安卓下载版,1.2537663451351644,下载 的 app 怎么 出现 错误 
103,promotion/怎么申请优惠,0.5,
104,portal/app/必威APP无法登入或下载失败/备用网址,0.9194016867619662,stillcannotdownload 
105,payment/deposit/查询最后一笔的存款申请记录,0.5,
106,smalltalk/personality/小帮手是什么,0.9417599757731873,你 是 人类 吗 
107,portal/app/ios/必威体育简易版APP 苹果下载版,0.5846020683162368,苹果 简易 版 发 个 地址 来 
108,payment/deposit/查询最后三笔的存款申请记录,0.7414113903460906,最近 3 笔 存款 交易 
109,bet/一般投注额限制,1.2483548279447205,下注 有 显示 限额 
110,portal/app/ios/如何更新/重新下载APP苹果下载版,0.9731304465071092,苹果 app 下载 总是 无法 下载 完成 一直 在 转圈 
111,account/如何更改用户名？,0.9684910489094061,我 填 错 了 用户名 ， 能 改 吗 ？ 
112,account/更换账户真实姓名,1.2791053885423205,我 要 改名 ， 怎么 操作 ？ 
113,payment/待处理中,1.1768316582674543,我 这里 钱 早就 扣 走 支付 成功 了 ， 你们 迟迟 不 处理 是 什么 意思 ？ ？ 
114,bet/livedealer/龙宝百家乐的游戏规则,0.7134807791970681,我 玩 百家乐 我 买 了 闲 龙 宝 100 ， 闲 9 点 庄 0 点 为什么 只 赢 100 ？ 
115,payment/deposit/哪一种的存款方式最快？,1.2386433055399089,有没有 快捷 支付 ？ 
116,payment/withdrawal/查询最后一笔的提款申请状态,0.5,
117,payment/deposit/others/请问支持信用卡充值吗？,0.9628410751831311,如果 我 要 使用 信用卡 存款 ， 是 要 通过 什么 方式 使用 呢 
118,bet/slot/老虎机结算但是未派彩,1.257140168286611,拉 彩 时候 彩金 不到 账 
119,portal/无法登入,1.310519460586242,你们 的 后台 是不是 在 维修 啊 ？ 进 不 去 呢 
120,bet/livedealer/为什么无法登陆真人平台或者真人平台卡,1.3119241512036237,显示 个 什么 地区 网络 不 稳定 
121,account/email/无法收到必威邮箱验证的邮件,1.048453244989394,我 的 邮箱 没有 收到 任何 验证 码 阿 
122,account/email/没有收到必威发出的邮件,1.331747601711021,我 的 邮箱 号 无法 验证 
123,promotion/流水达到，但是红利无法领取？,1.2833588347028846,这个 活动 已经 达到 要求 了 
124,payment/如何更换提款银行资料？,1.255330752565698,银行卡 邦 错 了 ， 怎么 改 
125,account/password/重置密码 - 电脑版操作,0.5,
126,promotion/rebate/真人返水,1.1429248779444172,真人 娱乐 存款 反水 怎么 个 比例 
127,common/疑惑,0.5,
128,portal/app/必威真人APP 安卓/苹果下载版,1.2217628676152301,我 只 玩 百家乐 ， 有没有 APP 就 只是 玩弄 百家乐 的 而已 ？ 
129,payment/deposit/在线支付宝/京东支付/在线支付/云闪付已经扣款了，但是还没有到账？,1.3310568402491896,刚 qq 充值 了 500 
130,bet/sportsbook/体育/电竞注单尚未结算,1.225451007727193,90 分钟 前 赛事 终止 的 注 单 怎么 计算 
131,promotion/可以申请成为VIP会员吗？,1.235725108874009,哪里 可以 看到 我 的 账号 等级 
132,payment/withdrawal/提款申请状态,1.163330621368996,提款 流水 是否 通过 审核 了 
133,payment/deposit/尝试了所有存款方式，都没办法成功存款?,1.1774255351307945,根本无法 存款 ， 全 试 过 了 没用 
134,payment/deposit/wechat/微信转账了， 但是没有到账？,1.0373426286391392,微信 转账 能 不能 换 个 卡号 ， 邢 黎明 的 限额 了 
135,payment/deposit/others/Astro卡存款,1.072865936291707,AstroPay 充值卡 存款 方式 是 怎么 使用 的 ? 
136,payment/deposit/存款多久到账？,1.3787626350512205,转账 成功 请 速度 入账 
137,payment/withdrawal/查询最后三笔的提款申请状态,0.5,
138,promotion/再存优惠,1.2406988158001164,你好 我 想 问 一下 现在 玩 真人 游戏 有 什么 优惠 活动 吗 
139,bet/注单事宜,0.9702056127257926,我 觉得 这 几 单 投注 有 问题 
140,account/phone/如何更换电话号码？,1.1724024016775836,更换 手机 
141,bet/sportsbook/体育/电竞注单结算但是尚未派彩,1.1279439135792761,结算 了 ， 金额 没有 变动 
142,promotion/注册彩金,1.3264129100232938,新 祖 册 
143,bet/sportsbook/提前兑现,1.3281274276609698,为什么 有些 比赛 能 即时 交易 。 有 的 不能 ？ 
144,account/password/重置密码 - 手机版操作,1.122037201753299,手机 哪里 点 忘记密码 
145,others/如果完成设置白名单步骤并且还是无法在垃圾信箱收到必威邮件,0.5,
146,portal/app/ios/必威游戏APP 苹果下载版,0.7329464703483509,苹果 游戏 app 发 个 地址 来 
147,portal/app/pt/必威PT桌面客户端,1.1102449619097017,我 找 不到 电脑 版本 的 pt 客户端 
148,account/email/如何更换邮件地址？,1.2290978916403419,更换 邮件 
149,account/password/重置密码 - 精装版操作,0.996618875755236,精装 版 忘记密码 
150,payment/withdrawal/提款前注意事项,1.3764843538078058,怎么 体现 
151,promotion/要求免费彩金,1.3248150518415143,可以 申请 一份 救济金 吗 
152,portal/hijack/手机版网页被劫持教程,0.5,
153,payment/withdrawal/利用单号查询提款申请状态,0.7339565498631663,我 要 查询 我 的 这笔 提款 
154,portal/服务地区不在中国,1.1480762449364057,我 现在 在 国外 ， 但是 登 入 不到 必威 
155,common/无法登入必威页面/体育页面/真人页面/游戏页面,1.320072408975012,GD 加载 不到 
156,bet/sportsbook/无法登陆体育页面,1.2175003266855173,我 怎么 进入 不了 投注 页面 
157,portal/app/pt/必威PT手机客户端,1.279225577622529,有没有 ptapp 
158,bet/sportsbook/体育页面调整,1.2981345732253813,怎么 变成 英文 了 ？ 要 调回 中文 怎么 调 啊 
159,payment/deposit/在线支付宝/京东支付/在线支付/云闪付无法充值,1.3628593084288134,重置 商户 
160,smalltalk/personality/必威小帮手能为你做什么,1.1800312646328674,投注 结果 是 什么 
161,account/我的推荐码是什么,0.9702222175695184,推荐 代码 在 那 查看 
162,portal/app/android/必威真人APP 安卓下载版,0.7016437368732031,可以 给 个 真人娱乐场 安 卓 版 的 app 链接 吗 
163,payment/withdrawal/为何提款不到账,1.3598051091297318,我 为什么 提 不 起 款 
164,bet/livedealer/真人游戏结算未派彩,1.3521635451115062,怎么 突然 洗牌 呀 ! 那 要 等到 什么 时候 ? 怎么 没有 提前 通知 ! 我 的 投注 要 等到 什么 啊 ? 
165,promotion/推荐好友优惠,0.749019900297902,我 想 推荐 朋友 玩 必威 ， 有 什么 优惠 吗 ？ 
166,fundtransfer/platform/手机版转账,0.5,
167,account/email/验证邮箱链接无法点击,0.5,
168,payment/withdrawal/如何计算提款流水,1.2280118385454175,提款 对流 水 有 要求 吗 ？ 
169,bet/sportsbook/体育投注金额限制,1.2305330132461336,我 想 问 一下 ， 为什么 只 允许 我 投注 5 块 ？ 
170,account/设置自我限制,1.3324015366032083,可以 锁上 账户 吗 
171,payment/银行中心在哪里？,1.2470816019006716,我 刚刚 用 闪 付 哪里 存款 
172,bet/sportsbook/独赢及位置 1/3 1-2 是什么意思？,0.9736534883521794,请教 一下 ， 勾 选 位置 这个 选项 后 的 奖金 怎么 算 ， 翻 倍 吗 ？ 
173,promotion/优惠事宜,1.350020642321315,纯 款 有 赠送 吗 
174,payment/deposit/unionpay/无法进行云闪付支付存款,1.1433961169286861,云闪付 扫 码 支付 今天 总共 就 村 存 了 一次 ？ 就 超出 限制 了 ？ 
175,account/email/设置QQ邮箱白名单,1.3017526727057962,首次 提款 验证 的 邮件 都 没有 ， 教 下 怎样 反 垃圾 
176,payment/deposit/localbank/支付宝转账至本地银行,1.321685599067873,为什么 支付宝转账 提交 100 元 显示 99 . 65 
177,portal/app/android/必威体育简易版APP 安卓下载版,0.8443266732617676,我 要 下体 育 简易 版 的 ， 给 个 链接 
178,portal/app/必威PT APP 桌面/安卓下载版,1.2544709735793451,有没有 ptapp 
179,payment/deposit/jingdong/无法进行京东支付存款,1.0234132617909606,试 了 好多 次 ， 京东 存款 都 不成 功 ， 怎么 回事 
180,promotion/返水事宜,1.3179989584180103,洗 码 在 哪里 领取 呢 
181,bet/sportsbook/没有需要的赛事或者盘口？,1.3394988082257933,快速 市场 
182,smalltalk/personality/小帮手会什么语言？,1.0687866330820945,这里 有人 会 说 俄语 吗 ？ 
183,bet/livedealer/真人注单结算问题,1.3157890301123452,闲 2 最后 一张 明显 是 2 
184,payment/withdrawal/提款申请成功，但是尚未收到款项,1.0860718396890823,提款 成功 ， 但 为什么 该 金额 打 回 我 账户 了 
185,account/password/忘记密码,1.3420888724554914,我 要 更 換 密 碼 
186,portal/app/ios/必威APP苹果下载版/安装步骤,1.2898113567233709,有 必威 的 ios 客户端 吗 
187,bet/怎么进行下注,1.3385605627618329,足球 
188,bet/sportsbook/internal-intents/怎么在体育页面调整/搜寻赛事（APP）,0.5,
189,promotion/rebate/体育返水,1.1373351766416842,返水 里 的 仅 计算 有效 流水 是 什么 意思 
190,promotion/38APP还没有收到？,1.207759494681022,申请 的 新人 38 礼 包 还 没 到 
191,account/email/无法收到必威重置密码的邮件,0.7428041682863831,邮箱 里 怎 没 看到 有 重置 密码 的 邮件 
192,fundtransfer/账户有钱却显示余额不足？,1.3655569960967706,想 下注 
193,promotion/sportsbook/100% 首次体育投注返还,1.2711824057724768,您好 ， 第一次 注册 下单 ， 黑 了 是 要 退款 的 吧 ？ 
194,payment/deposit/cashcard/哪里可以购买必威卡？,1.2853781115784593,必 微 卡 去 哪里 买 ？ 
195,account/想要申请注销账号,1.3300354538758226,怎么 销 号 
196,payment/withdrawal/verification/提款验证链接被劫持,1.2462984711682104,银行 资料 审核 通知 点 开 链接 错误 的 
197,payment/deposit/online-alipay/在线支付宝存款,1.3522935957665685,在线支付宝 
198,payment/withdrawal/取消提款申请,1.353320238438258,帮忙 卡 下 出 款 
199,portal/必威电脑版网址,1.3306056829735884,主页 是 什么 了 啊 ？ 
200,payment/deposit/localbank/本银/支付宝存款申请超过30分钟仍然还没有到账,1.2693515019117387,我 一直 点 支付宝转账 然后 交易 记录 一直 显示 是 在 待 处理 ？ 
201,promotion/slots/老虎机68%首存优惠,1.0199022236539654,你们 老虎机 有 首存优惠 吗 ？ 
202,promotion/sportsbook/首存礼包,1.0483360101882295,你们 仅 限 注册 成为 会员 及 在 当月 进行 首 3 笔 累计 存款 金额 1888 或 以上 ， 即可 申请 获得 必威 豪华 礼 包 ， 我 可不可以 申请 
203,account/必威账户相关问题,0.9696951880837134,亲 亲 可不可以 帮 我 看看 我 的 身份证 号码 是 多少 
204,payment/withdrawal/提款申请失败,1.18440053353708,被 取消 ， 为啥 ？ 
205,portal/cs-contact/在线客服网页版无法使用,1.1469647719488691,哪里 可以 联系 你们 
206,portal/app/必威APP无法登入或下载失败/卸载,1.3024657287247114,手机 客户端 反复 提示 更新 ， 无法 登录 
207,promotion/sportsbook/体育20%再存优惠,1.017129286963069,20% 是 存 多少 就 返还 多少 的 20% 吗 ？ 
208,payment/withdrawal/提款金额限制,1.2404634420804492,一天 能 提 几次 款 ？ 
209,fundtransfer/platform/电脑版转账,0.5,
210,account/email/无法收到必威首次提款验证的邮件,1.2357868759286597,提 钱 要 验证 邮箱 ， 为什么 我 的 邮箱 收 不到 验证 的 东西 
211,payment/deposit/cashcard/必威卡存款,1.3287270500427546,威 卡 在 哪里 充值 啊 
212,bet/sportsbook/internal-intents/怎么在体育页面调整/搜寻赛事（电脑）,0.5,
213,payment/withdrawal/verification/提款首次验证,1.1852741892046585,提款 需要 提交 证明 吗 
214,account/phone/无法收到必威发出的手机验证码,1.3080156343495033,我 等 了 很 久 了 ， 還 沒 有 收到 手 機 驗 證 碼 
215,promotion/没有存款优惠活动？,1.2422596727614987,请问 体育 首 存 满额 了 吗 
216,account/解除自我限制,1.3280801879754822,可以 自己 把 自己 账户 解开 吗 
217,payment/deposit/取消存款申请,1.3043602309383484,我 充值 错 了 ， 充 了 200 . 1 
218,account/如何更改必威账户讯息？,1.3271323103331036,如何 更改 会员 账号 信息 如 : 邮箱 ， 真实 姓名 ， 银行卡 ， 生日 日期 ， 手机号 
219,payment/移除銀行资料,1.0524383193678057,银行卡 卡号 绑定 错误 
220,smalltalk/天气如何？,1.2472884603148138,明天 北京 下雨 吗 ? 
221,fundtransfer/如何进行转账,1.344305077149633,显示 需要 激活 才能 实现 一 键 转账 怎么 激活 呢 ？ 
222,payment/没有到账,1.3470253408774617,怎么 没有 入 款 
223,bet/为什么在手机找不到我要的游戏种类？,1.1620330375713863,手机 版 MG 客户端 可以 玩 篮球巨星 吧 ？ 
224,common/查询流水记录,0.5,
225,account/phone/忘记手机号码？,0.9695606919073242,忘 了 我 注册 时 填写 的 手机号 ， 怎么办 ？ 
226,payment/deposit/jingdong/京东钱包存款,1.0233775771098255,第一次 用 ， 不 懂 结果 一直 不成 功 ， 可以 教 我 怎么 使用 这个 京东 存款 吗 
227,payment/withdrawal/无法登入提款页面,1.1666259602008004,提款 页面 一片 空白 ， 是 怎么 一回 事 
228,account/phone/电话验证码过期,1.0057715323993457,可以 重新 发送 电话 验证 码 吗 ？ 
229,common/不满,1.379090213957271,草泥马 
230,bet/sportsbook/亚洲三项让分盘的规则,0.8806469513189488,投注 三项 怎么 算 赢 ？ 
231,portal/必威手机版网址,1.317142213974077,客 服 你好 问 您 一下手 机 登陆 的 网站 是 什么 
232,portal/什么是清除缓存,1.3337992589000895,必威 支持 什么 浏览器 ？ 
233,bet/slot/老虎机结算问题,1.2549507574296122,又 来 免费转 一次 ， 这 一次 爆 奖金额 还是 没 正常 添加 我 是 自动 转 的 ， 转 完 剩下 的 十几 转 ， 看 历史 记录 ， 确实 没 添加 
234,common/验证,0.9015894295973167,验证 了 啦 
235,bet/sportsbook/必威体育平台常问的体育游戏规则,1.3213049550595939,总是 坑 我 0 . 5 
236,payment/deposit/others/请问支持自动柜员机存款吗？,1.1201290408052769,自动 存款 机能 充值 吗 
237,bet/sportsbook/体育账户出现负数,1.2608894672988145,怎么 又 把 钱 扣 回去 了 ？ 
238,payment/deposit/存款失败,1.2587470463308499,钱 都 存 不 进去 
239,payment/deposit/wechat/微信转账存款,1.381178369793212,微信支付 可以 吗 ？ 
240,bet/sportsbook/体育投注问题,1.1332614363407425,为什么 我 的 注 单被 取消 了 
241,bet/注单尚未结算,1.3887765501171596,赢 了 ， 奖金 呢 
242,bet/sportsbook/梦幻对决的规则,0.8117573024575343,一会儿 足球 要 开场 的 梦幻 对决 是 什么 东西 
243,payment/withdrawal/verification/首次提款验证手动处理,1.0329920825882057,已经 操作 了 ， 为什么 还是 没有 收到 提款 验证 收 件 ？ 
244,bet/注单结算问题,1.3355565446307944,我 的 投注 是 赢 钱 了 ， 为什么 现在 是 输 的 呢 16: 
245,payment/withdrawal/通过首次提款验证，但是提款尚未到账？,1.097463180813598,我 刚刚 已经 通过 邮件 验证 了 ， 资金 什么 时候 能 到 
246,payment/如何填写提款银行资料,1.1460318639117804,提款 到 我 的 账户 要 怎么 做 ？ 
247,bet/sportsbook/系统串关,0.7827573627977421,为什么 同 个 赛事 无法 串 关 
