,Frequency,Word,Prop
89,70,已经,0.002214629207795495
90,69,时候,0.0021829916476841307
91,68,得,0.0021513540875727666
92,67,过,0.002119716527461402
93,66,把,0.002088078967350038
94,64,输,0.0020248038471273096
95,64,分,0.0020248038471273096
96,63,点,0.0019931662870159455
97,63,电脑,0.0019931662870159455
98,63,支付宝转账,0.0019931662870159455
99,63,登陆,0.0019931662870159455
100,62,换,0.001961528726904581
101,62,未,0.001961528726904581
102,62,解,0.001961528726904581
103,61,里,0.0019298911667932168
104,61,查询,0.0019298911667932168
105,61,麻烦,0.0019298911667932168
106,60,聊天,0.0018982536066818527
107,60,不够,0.0018982536066818527
108,60,内,0.0018982536066818527
109,59,副,0.0018666160465704885
110,59,款,0.0018666160465704885
111,59,网址,0.0018666160465704885
112,58,500+500,0.0018349784864591242
113,58,意思,0.0018349784864591242
114,58,您,0.0018349784864591242
115,58,等级,0.0018349784864591242
116,57,邮件,0.00180334092634776
117,57,老虎机,0.00180334092634776
118,57,取消,0.00180334092634776
119,56,绑定,0.001771703366236396
120,56,安全,0.001771703366236396
121,56,站,0.001771703366236396
122,55,帐号,0.0017400658061250316
123,55,新,0.0017400658061250316
124,55,找回,0.0017400658061250316
125,53,倍,0.0016767906859023033
126,53,错,0.0016767906859023033
127,53,支付,0.0016767906859023033
128,52,起,0.001645153125790939
129,51,卡,0.0016135155656795748
130,51,中,0.0016135155656795748
131,50,里面,0.0015818780055682105
132,49,五百,0.0015502404454568464
133,49,登,0.0015502404454568464
134,47,来,0.0014869653252341179
135,47,处理,0.0014869653252341179
136,46,通关,0.0014553277651227537
137,46,信,0.0014553277651227537
138,45,吧,0.0014236902050113896
139,45,无法,0.0014236902050113896
140,44,错误,0.0013920526449000253
141,44,兑换,0.0013920526449000253
142,44,呀,0.0013920526449000253
143,44,嘛,0.0013920526449000253
144,44,哦,0.0013920526449000253
145,43,需要,0.0013604150847886611
146,43,咋,0.0013604150847886611
147,42,进去,0.0013287775246772968
148,42,但是,0.0013287775246772968
149,41,谢谢,0.0012971399645659327
150,41,才,0.0012971399645659327
151,41,乐,0.0012971399645659327
152,40,充,0.0012655024044545685
153,40,mg,0.0012655024044545685
154,39,以前,0.0012338648443432042
155,38,窗口,0.00120222728423184
156,38,使用,0.00120222728423184
157,38,月,0.00120222728423184
158,37,还有,0.001170589724120476
159,37,多,0.001170589724120476
160,37,信息,0.001170589724120476
161,37,短信,0.001170589724120476
162,36,网站,0.0011389521640091116
163,36,app,0.0011389521640091116
164,36,改,0.0011389521640091116
165,35,有没有,0.0011073146038977474
166,35,收,0.0011073146038977474
167,35,之前,0.0011073146038977474
168,35,妈,0.0011073146038977474
169,34,这么,0.0010756770437863833
170,34,提,0.0010756770437863833
171,34,获得,0.0010756770437863833
172,34,老,0.0010756770437863833
173,33,免费,0.001044039483675019
174,33,参加,0.001044039483675019
175,33,加,0.001044039483675019
176,32,反水,0.0010124019235636548
177,32,看看,0.0010124019235636548
178,32,客户,0.0010124019235636548
179,32,电话号码,0.0010124019235636548
180,31,体育,0.0009807643634522905
181,31,com,0.0009807643634522905
182,30,晋级,0.0009491268033409263
183,30,主账户,0.0009491268033409263
184,30,日,0.0009491268033409263
185,30,通,0.0009491268033409263
186,30,博,0.0009491268033409263
187,30,悠悠,0.0009491268033409263
188,29,救援金,0.0009174892432295621
189,29,名字,0.0009174892432295621
190,29,网页,0.0009174892432295621
191,28,找,0.000885851683118198
192,28,好久,0.000885851683118198
193,28,离开,0.000885851683118198
194,28,帐户,0.000885851683118198
195,28,锁定,0.000885851683118198
196,28,情况,0.000885851683118198
197,28,版,0.000885851683118198
198,27,更改,0.0008542141230068337
199,27,哪,0.0008542141230068337
200,27,等,0.0008542141230068337
201,27,结束,0.0008542141230068337
202,27,派发,0.0008542141230068337
203,26,500+250,0.0008225765628954695
204,26,开户,0.0008225765628954695
205,26,会员,0.0008225765628954695
206,26,在线,0.0008225765628954695
207,26,一,0.0008225765628954695
208,26,500、25,0.0008225765628954695
209,25,久,0.0007909390027841052
210,25,关,0.0007909390027841052
211,25,银行,0.0007909390027841052
212,25,美女,0.0007909390027841052
213,25,首,0.0007909390027841052
214,25,嗯,0.0007909390027841052
215,25,朋友,0.0007909390027841052
216,25,再,0.0007909390027841052
217,25,存在,0.0007909390027841052
218,25,时间,0.0007909390027841052
219,25,记录,0.0007909390027841052
220,24,查看,0.0007593014426727411
221,24,沙巴,0.0007593014426727411
222,24,就是,0.0007593014426727411
223,24,让,0.0007593014426727411
224,24,阿,0.0007593014426727411
225,24,以,0.0007593014426727411
226,24,记得,0.0007593014426727411
227,24,时,0.0007593014426727411
228,24,不行,0.0007593014426727411
229,24,联系,0.0007593014426727411
230,23,转运,0.0007276638825613769
231,23,号码,0.0007276638825613769
232,23,通过,0.0007276638825613769
233,23,礼,0.0007276638825613769
234,23,对,0.0007276638825613769
235,23,网,0.0007276638825613769
236,23,金额,0.0007276638825613769
237,23,特邀,0.0007276638825613769
238,22,忘记密码,0.0006960263224500126
239,22,掉,0.0006960263224500126
240,22,线,0.0006960263224500126
241,22,上去,0.0006960263224500126
242,22,那,0.0006960263224500126
243,22,消息,0.0006960263224500126
244,22,世界杯,0.0006960263224500126
245,22,多久,0.0006960263224500126
246,21,出来,0.0006643887623386484
247,21,红利,0.0006643887623386484
248,21,叫,0.0006643887623386484
249,21,问题,0.0006643887623386484
250,21,在线存款,0.0006643887623386484
251,21,关闭,0.0006643887623386484
252,21,才能,0.0006643887623386484
253,21,人,0.0006643887623386484
254,21,他,0.0006643887623386484
255,21,只,0.0006643887623386484
256,21,100%,0.0006643887623386484
257,21,为啥,0.0006643887623386484
258,20,扫,0.0006327512022272843
259,20,电话,0.0006327512022272843
260,20,提交,0.0006327512022272843
261,20,端,0.0006327512022272843
262,20,可是,0.0006327512022272843
263,20,然后,0.0006327512022272843
264,20,截图,0.0006327512022272843
265,20,笔,0.0006327512022272843
266,20,重新,0.0006327512022272843
267,20,一张,0.0006327512022272843
268,20,系统,0.0006327512022272843
269,20,没用,0.0006327512022272843
270,19,用户名,0.00060111364211592
271,19,打开,0.00060111364211592
272,19,成,0.00060111364211592
273,19,奖,0.00060111364211592
274,19,一次,0.00060111364211592
275,19,上面,0.00060111364211592
276,19,只有,0.00060111364211592
277,18,那么,0.0005694760820045558
278,18,看到,0.0005694760820045558
279,18,填,0.0005694760820045558
280,18,张,0.0005694760820045558
281,18,为何,0.0005694760820045558
282,18,完,0.0005694760820045558
283,18,要求,0.0005694760820045558
284,18,时来运转,0.0005694760820045558
285,18,出,0.0005694760820045558
286,18,怎样,0.0005694760820045558
287,18,一百,0.0005694760820045558
288,18,2000、1000,0.0005694760820045558
289,18,1000、500,0.0005694760820045558
290,18,晚上,0.0005694760820045558
291,18,用户,0.0005694760820045558
292,17,自己,0.0005378385218931916
293,17,会,0.0005378385218931916
294,17,重置,0.0005378385218931916
295,17,jpg,0.0005378385218931916
296,17,分钟,0.0005378385218931916
297,17,进入,0.0005378385218931916
298,17,哈,0.0005378385218931916
299,17,ag,0.0005378385218931916
300,17,代码,0.0005378385218931916
301,16,输入,0.0005062009617818274
302,16,a5776405,0.0005062009617818274
303,16,公司,0.0005062009617818274
304,16,链接,0.0005062009617818274
305,16,太,0.0005062009617818274
306,16,功,0.0005062009617818274
307,16,运,0.0005062009617818274
308,16,怎么样,0.0005062009617818274
309,16,绑,0.0005062009617818274
310,16,退出,0.0005062009617818274
311,16,七月,0.0005062009617818274
312,16,名,0.0005062009617818274
313,16,天,0.0005062009617818274
314,16,前,0.0005062009617818274
315,16,冲,0.0005062009617818274
316,16,casino,0.0005062009617818274
317,15,道,0.00047456340167046317
318,15,王,0.00047456340167046317
319,15,过期,0.00047456340167046317
320,15,机,0.00047456340167046317
321,15,截,0.00047456340167046317
322,15,最新,0.00047456340167046317
323,15,块钱,0.00047456340167046317
324,15,无,0.00047456340167046317
325,15,不可,0.00047456340167046317
326,15,这样,0.00047456340167046317
327,15,后,0.00047456340167046317
328,15,昨晚,0.00047456340167046317
329,15,qq,0.00047456340167046317
330,15,··,0.00047456340167046317
331,15,审核,0.00047456340167046317
332,14,不知,0.000442925841559099
333,14,刷新,0.000442925841559099
334,14,一点,0.000442925841559099
335,14,弄,0.000442925841559099
336,14,单,0.000442925841559099
337,14,这边,0.000442925841559099
338,14,搞,0.000442925841559099
339,14,知道,0.000442925841559099
340,14,死,0.000442925841559099
341,14,前面,0.000442925841559099
342,14,但,0.000442925841559099
343,14,劵,0.000442925841559099
344,14,看不到,0.000442925841559099
345,14,姓名,0.000442925841559099
346,14,卡号,0.000442925841559099
347,14,支持,0.000442925841559099
348,13,倍数,0.00041128828144773474
349,13,其他,0.00041128828144773474
350,13,解冻,0.00041128828144773474
351,13,啥,0.00041128828144773474
352,13,赢,0.00041128828144773474
353,13,真的,0.00041128828144773474
354,13,注,0.00041128828144773474
355,13,通宝,0.00041128828144773474
356,13,屏,0.00041128828144773474
357,13,包,0.00041128828144773474
358,13,很,0.00041128828144773474
359,13,余额,0.00041128828144773474
360,13,坑,0.00041128828144773474
361,13,喃,0.00041128828144773474
362,13,没收,0.00041128828144773474
363,13,1000+1000,0.00041128828144773474
364,13,百分百,0.00041128828144773474
365,13,恭喜,0.00041128828144773474
366,13,进行,0.00041128828144773474
367,13,代理,0.00041128828144773474
368,13,收款,0.00041128828144773474
369,13,可,0.00041128828144773474
370,13,限制,0.00041128828144773474
371,13,出现,0.00041128828144773474
372,13,心意金,0.00041128828144773474
373,12,最低,0.00037965072133637056
374,12,哪个,0.00037965072133637056
375,12,自助,0.00037965072133637056
376,12,反,0.00037965072133637056
377,12,救援,0.00037965072133637056
378,12,如何,0.00037965072133637056
379,12,限额,0.00037965072133637056
380,12,做,0.00037965072133637056
381,12,发给,0.00037965072133637056
382,12,冻结,0.00037965072133637056
383,12,连接,0.00037965072133637056
384,12,一天,0.00037965072133637056
385,12,推广,0.00037965072133637056
386,12,决战,0.00037965072133637056
387,12,先,0.00037965072133637056
388,12,从,0.00037965072133637056
389,12,qt,0.00037965072133637056
390,11,转入,0.0003480131612250063
391,11,帮帮忙,0.0003480131612250063
392,11,行,0.0003480131612250063
393,11,图,0.0003480131612250063
394,11,怎,0.0003480131612250063
395,11,aavip188,0.0003480131612250063
396,11,超级,0.0003480131612250063
397,11,大,0.0003480131612250063
398,11,陈诚,0.0003480131612250063
399,11,那里,0.0003480131612250063
400,11,够,0.0003480131612250063
401,11,官,0.0003480131612250063
402,11,如果,0.0003480131612250063
403,11,老子,0.0003480131612250063
404,11,住,0.0003480131612250063
405,11,所有,0.0003480131612250063
406,11,一千,0.0003480131612250063
407,11,zg1982,0.0003480131612250063
408,11,扣,0.0003480131612250063
409,11,返,0.0003480131612250063
410,10,好像,0.00031637560111364213
411,10,记,0.00031637560111364213
412,10,两个,0.00031637560111364213
413,10,直接,0.00031637560111364213
414,10,保险,0.00031637560111364213
415,10,有生,0.00031637560111364213
416,10,取,0.00031637560111364213
417,10,真,0.00031637560111364213
418,10,为,0.00031637560111364213
419,10,咨询,0.00031637560111364213
420,10,通知,0.00031637560111364213
421,10,啦,0.00031637560111364213
422,10,好多,0.00031637560111364213
423,10,天天,0.00031637560111364213
424,10,半天,0.00031637560111364213
425,10,维护,0.00031637560111364213
426,10,到底,0.00031637560111364213
427,10,算,0.00031637560111364213
428,10,慢,0.00031637560111364213
429,10,帮忙,0.00031637560111364213
430,10,却,0.00031637560111364213
431,10,。。,0.00031637560111364213
432,10,入,0.00031637560111364213
433,10,春,0.00031637560111364213
434,10,�,0.00031637560111364213
435,10,服务器,0.00031637560111364213
436,10,安,0.00031637560111364213
437,9,手机验证,0.0002847380410022779
438,9,资料,0.0002847380410022779
439,9,只能,0.0002847380410022779
440,9,主,0.0002847380410022779
441,9,操,0.0002847380410022779
442,9,盾,0.0002847380410022779
443,9,订单,0.0002847380410022779
444,9,或,0.0002847380410022779
445,9,后面,0.0002847380410022779
446,9,上限,0.0002847380410022779
447,9,试,0.0002847380410022779
448,9,悠悠的,0.0002847380410022779
449,9,浏览器,0.0002847380410022779
450,9,蓝,0.0002847380410022779
451,9,更换,0.0002847380410022779
452,9,填写,0.0002847380410022779
453,9,邀请,0.0002847380410022779
454,9,尊敬,0.0002847380410022779
455,9,赠送,0.0002847380410022779
456,9,延迟,0.0002847380410022779
457,9,可不可以,0.0002847380410022779
458,9,真人,0.0002847380410022779
459,9,zg15888,0.0002847380410022779
460,9,页面,0.0002847380410022779
461,9,大奖,0.0002847380410022779
462,8,多次,0.0002531004808909137
463,8,问问,0.0002531004808909137
464,8,不用,0.0002531004808909137
465,8,块,0.0002531004808909137
466,8,开始,0.0002531004808909137
467,8,因为,0.0002531004808909137
468,8,了解,0.0002531004808909137
469,8,已成,0.0002531004808909137
470,8,前天,0.0002531004808909137
471,8,完成,0.0002531004808909137
472,8,添加,0.0002531004808909137
473,8,额,0.0002531004808909137
474,8,达到,0.0002531004808909137
475,8,还要,0.0002531004808909137
476,8,专区,0.0002531004808909137
477,8,当时,0.0002531004808909137
478,8,总是,0.0002531004808909137
479,8,两百,0.0002531004808909137
480,8,写,0.0002531004808909137
481,8,几点,0.0002531004808909137
482,8,开启,0.0002531004808909137
483,8,苹果,0.0002531004808909137
484,8,字,0.0002531004808909137
485,8,发放,0.0002531004808909137
486,8,2000+2000,0.0002531004808909137
487,8,艳,0.0002531004808909137
488,8,凌晨,0.0002531004808909137
489,8,银联,0.0002531004808909137
490,8,·,0.0002531004808909137
491,8,部门,0.0002531004808909137
492,8,support@mistral88,0.0002531004808909137
493,8,回来,0.0002531004808909137
494,8,麼,0.0002531004808909137
495,8,局,0.0002531004808909137
496,8,沒,0.0002531004808909137
497,7,原来,0.0002214629207795495
498,7,cba389,0.0002214629207795495
499,7,vip,0.0002214629207795495
500,7,是否,0.0002214629207795495
501,7,村,0.0002214629207795495
502,7,两次,0.0002214629207795495
503,7,当天,0.0002214629207795495
504,7,招商,0.0002214629207795495
505,7,万,0.0002214629207795495
506,7,刷,0.0002214629207795495
507,7,我们,0.0002214629207795495
508,7,之后,0.0002214629207795495
509,7,游,0.0002214629207795495
510,7,更新,0.0002214629207795495
511,7,tp,0.0002214629207795495
512,7,不成,0.0002214629207795495
513,7,戶,0.0002214629207795495
514,7,全,0.0002214629207795495
515,7,另,0.0002214629207795495
516,7,原因,0.0002214629207795495
517,7,贵,0.0002214629207795495
518,7,银,0.0002214629207795495
519,7,耍,0.0002214629207795495
520,7,总,0.0002214629207795495
521,7,另外,0.0002214629207795495
522,7,将,0.0002214629207795495
523,7,此,0.0002214629207795495
524,7,明天,0.0002214629207795495
525,7,啥子,0.0002214629207795495
526,7,逼,0.0002214629207795495
527,7,付款,0.0002214629207795495
528,7,苗,0.0002214629207795495
529,7,吖,0.0002214629207795495
530,7,连,0.0002214629207795495
531,7,并未,0.0002214629207795495
532,7,则,0.0002214629207795495
533,7,寸,0.0002214629207795495
534,7,别人,0.0002214629207795495
535,7,非正常,0.0002214629207795495
536,7,nt,0.0002214629207795495
537,7,卓,0.0002214629207795495
538,7,推荐,0.0002214629207795495
539,7,结果,0.0002214629207795495
540,7,中奖,0.0002214629207795495
541,7,賬,0.0002214629207795495
542,7,没法,0.0002214629207795495
543,7,高,0.0002214629207795495
544,7,號,0.0002214629207795495
545,7,還,0.0002214629207795495
546,7,加入,0.0002214629207795495
547,6,张旭,0.00018982536066818528
548,6,水,0.00018982536066818528
549,6,缤纷,0.00018982536066818528
550,6,东西,0.00018982536066818528
551,6,孙,0.00018982536066818528
552,6,协助,0.00018982536066818528
553,6,从来,0.00018982536066818528
554,6,平安银行,0.00018982536066818528
555,6,晒,0.00018982536066818528
556,6,二百,0.00018982536066818528
557,6,出款,0.00018982536066818528
558,6,合作,0.00018982536066818528
559,6,不好意思,0.00018982536066818528
560,6,买,0.00018982536066818528
561,6,电子,0.00018982536066818528
562,6,最高,0.00018982536066818528
563,6,招商银行,0.00018982536066818528
564,6,正常,0.00018982536066818528
565,6,过来,0.00018982536066818528
566,6,一般,0.00018982536066818528
567,6,两天,0.00018982536066818528
568,6,这里,0.00018982536066818528
569,6,额度,0.00018982536066818528
570,6,草,0.00018982536066818528
571,6,至,0.00018982536066818528
572,6,哪些,0.00018982536066818528
573,6,自动,0.00018982536066818528
574,6,论坛,0.00018982536066818528
575,6,广告,0.00018982536066818528
576,6,一样,0.00018982536066818528
577,6,子,0.00018982536066818528
578,6,新会员,0.00018982536066818528
579,6,得到,0.00018982536066818528
580,6,快,0.00018982536066818528
581,6,提供,0.00018982536066818528
582,6,解决,0.00018982536066818528
583,6,zjxaw99,0.00018982536066818528
584,6,异常,0.00018982536066818528
585,6,跳,0.00018982536066818528
586,6,80%,0.00018982536066818528
587,6,多长,0.00018982536066818528
588,6,小平,0.00018982536066818528
589,6,戏,0.00018982536066818528
590,6,娱乐,0.00018982536066818528
591,6,操作,0.00018982536066818528
592,6,付,0.00018982536066818528
593,6,呗,0.00018982536066818528
594,6,情,0.00018982536066818528
595,6,应该,0.00018982536066818528
596,6,咱们,0.00018982536066818528
597,6,两张,0.00018982536066818528
598,6,测试,0.00018982536066818528
599,6,矿山,0.00018982536066818528
600,6,出纳,0.00018982536066818528
601,6,不对,0.00018982536066818528
602,6,地址,0.00018982536066818528
603,6,你家,0.00018982536066818528
604,6,帳,0.00018982536066818528
605,6,盈利,0.00018982536066818528
606,6,返回,0.00018982536066818528
607,5,七彩,0.00015818780055682107
608,5,浩,0.00015818780055682107
609,5,50%,0.00015818780055682107
610,5,打电话,0.00015818780055682107
611,5,不小,0.00015818780055682107
612,5,心,0.00015818780055682107
613,5,而且,0.00015818780055682107
614,5,锁上,0.00015818780055682107
615,5,不得,0.00015818780055682107
616,5,告诉,0.00015818780055682107
617,5,运转,0.00015818780055682107
618,5,f308566,0.00015818780055682107
619,5,恩,0.00015818780055682107
620,5,假,0.00015818780055682107
621,5,几天,0.00015818780055682107
622,5,足球,0.00015818780055682107
623,5,每天,0.00015818780055682107
624,5,扣款,0.00015818780055682107
625,5,批,0.00015818780055682107
626,5,转给,0.00015818780055682107
627,5,限时,0.00015818780055682107
628,5,tb0608fa,0.00015818780055682107
629,5,他妈的,0.00015818780055682107
630,5,着,0.00015818780055682107
631,5,谷歌,0.00015818780055682107
632,5,累计,0.00015818780055682107
633,5,该,0.00015818780055682107
634,5,升级,0.00015818780055682107
635,5,全部,0.00015818780055682107
636,5,有效期,0.00015818780055682107
637,5,留,0.00015818780055682107
638,5,圈,0.00015818780055682107
639,5,firehu007,0.00015818780055682107
640,5,千,0.00015818780055682107
641,5,特殊,0.00015818780055682107
642,5,找到,0.00015818780055682107
643,5,达,0.00015818780055682107
644,5,拿,0.00015818780055682107
645,5,几次,0.00015818780055682107
646,5,百分之,0.00015818780055682107
647,5,地方,0.00015818780055682107
648,5,退,0.00015818780055682107
649,5,柜台,0.00015818780055682107
650,5,资金,0.00015818780055682107
651,5,改版,0.00015818780055682107
652,5,小,0.00015818780055682107
653,5,手,0.00015818780055682107
654,5,登出,0.00015818780055682107
655,5,早就,0.00015818780055682107
656,5,注销,0.00015818780055682107
657,5,嗨,0.00015818780055682107
658,5,以后,0.00015818780055682107
659,5,小数点,0.00015818780055682107
660,5,古怪猴子,0.00015818780055682107
661,5,字母,0.00015818780055682107
662,5,换手,0.00015818780055682107
663,5,宝,0.00015818780055682107
664,5,那些,0.00015818780055682107
665,5,稳定,0.00015818780055682107
666,5,ss,0.00015818780055682107
667,5,神,0.00015818780055682107
668,5,取款,0.00015818780055682107
669,5,立即,0.00015818780055682107
670,5,存款人,0.00015818780055682107
671,5,注意,0.00015818780055682107
672,5,燃,0.00015818780055682107
673,5,微信支付,0.00015818780055682107
674,5,dhj526,0.00015818780055682107
675,5,身份证,0.00015818780055682107
676,5,yxc111,0.00015818780055682107
677,5,它,0.00015818780055682107
678,5,威信,0.00015818780055682107
679,5,菜,0.00015818780055682107
680,5,探险,0.00015818780055682107
681,5,早上,0.00015818780055682107
682,5,重,0.00015818780055682107
683,5,鸡巴,0.00015818780055682107
684,5,查查,0.00015818780055682107
685,5,说话,0.00015818780055682107
686,5,如,0.00015818780055682107
687,5,韩,0.00015818780055682107
688,5,样,0.00015818780055682107
689,5,原,0.00015818780055682107
690,5,大厅,0.00015818780055682107
691,5,言,0.00015818780055682107
692,5,补偿,0.00015818780055682107
693,5,徐,0.00015818780055682107
694,5,振,0.00015818780055682107
695,5,半个,0.00015818780055682107
696,5,句,0.00015818780055682107
