Brand,Lang,Intent Type,Category,Intent,Intent ID,Text
fun88,cn,user,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,怎么登不上账号了
fun88,cn,user,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,为什么显示无法登入联系客服？
fun88,cn,user,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,你好，怎么登陆不了
fun88,cn,user,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,我的账号好像等不上去了
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,怎么更换真实姓名
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,更改真实姓名
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,名字写错了，怎么改
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,我要改名，怎么操作？
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,要怎么换名字
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,注册姓名可以更改的吗
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,姓名写错了是不是在个人资料改啊
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,我的名字有一个字打错了，怎么办
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,名字里不小心写错了一个字，帮我改下
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,我要更正我的真实姓名
fun88,cn,user,account,更换账户真实姓名,account/更换账户真实姓名,名字去哪儿改呀
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,帐号又被锁了
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,账号被锁定了吗
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,你好，我的账号被锁了
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,你好！说我登录次数过多，无法登录，请协助处理，谢谢
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,登录限制了
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,账号登录错误
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我账号怎么显示无效的呢
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,电脑端账号用户名无效
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我输入多次密码错误，什么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我在游戏登录，输入密码超过规定次数，被锁了怎么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我密码按错超过了次数怎么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,账号密码多次错误
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,请问为什么登陆不了，提示已超过尝试限制
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,登录次数多了，怎么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我这个尝试登录次数过多怎么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我登陆次数多，登陆不上
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,你好，我的帐号登录几次进不去了
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,登陆次数过多怎么办
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,你好，我账号怎么被限制登录了
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我登入过多受限制了怎么弄
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,密码怎么回事，我登不了账户
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我输入了我的密码，可是一直显示错误
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,我登录不上去，说受到了限制，与客服人员联系
fun88,cn,user,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,怎么解锁
fun88,cn,user,account,解除自我限制,account/解除自我限制,解除行为限制？
fun88,cn,user,account,解除自我限制,account/解除自我限制,解除限制登录
fun88,cn,user,account,解除自我限制,account/解除自我限制,移除限制
fun88,cn,user,account,解除自我限制,account/解除自我限制,解除自我限制设置
fun88,cn,user,account,解除自我限制,account/解除自我限制,我现在要解除限制了
fun88,cn,user,account,解除自我限制,account/解除自我限制,可以解除自我禁止吗？
fun88,cn,user,account,解除自我限制,account/解除自我限制,能自我解除限制么
fun88,cn,user,account,解除自我限制,account/解除自我限制,我想回来玩了帮我解除限制登陆
fun88,cn,user,account,解除自我限制,account/解除自我限制,可以自己把自己账户解开吗
fun88,cn,user,account,解除自我限制,account/解除自我限制,不要启动自我限制的功能
fun88,cn,user,account,解除自我限制,account/解除自我限制,我不要自我限制
fun88,cn,user,account,解除自我限制,account/解除自我限制,要玩了，解除限制我的账户吧
fun88,cn,user,account,解除自我限制,account/解除自我限制,解除账户，需要什么文件
fun88,cn,user,account,解除自我限制,account/解除自我限制,解除自我限制登录乐天堂账户
fun88,cn,user,account,解除自我限制,account/解除自我限制,帮忙解除一下自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,帮忙设置一下账号的自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,在吗？帮忙账号设置自我限制，谢谢
fun88,cn,user,account,设置自我限制,account/设置自我限制,你好，以前有那个自我限制的设置怎么没有了
fun88,cn,user,account,设置自我限制,account/设置自我限制,帮忙做下账号的自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,我要自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,我想设置自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,帮我设置自我限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,自我限制怎么设置
fun88,cn,user,account,设置自我限制,account/设置自我限制,你好，我好像有点控制不住自己了，能不能帮我设置自我限制功能
fun88,cn,user,account,设置自我限制,account/设置自我限制,帮忙把我账号做下自我限制谢谢
fun88,cn,user,account,设置自我限制,account/设置自我限制,我可以自我限制吗
fun88,cn,user,account,设置自我限制,account/设置自我限制,我可以自己限制自己登入吗
fun88,cn,user,account,设置自我限制,account/设置自我限制,设置行为限制
fun88,cn,user,account,设置自我限制,account/设置自我限制,可以锁上账户吗
fun88,cn,user,account,设置自我限制,account/设置自我限制,账户限制
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,什么是首选帐户
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,我需要设置首选帐户吗
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,首选账户是干吗的
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,首选账户
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,为什么设置首选账户
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,首选账户是什么
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,设置首选账户
fun88,cn,user,account/ defaul wallet,首选账号/首选账户,account/ defaul wallet/首选账号/首选账户,如何设置首选账户
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃什么意思
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,提示我账户不活跃是什么意思
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,显示我账号不活跃是什么意思
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,显示我账户不活跃是什么意思
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,提示我账号不活跃是什么意思
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号是什么鬼
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户是什么鬼
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户怎么激活
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号怎么激活
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号还可以使用吗
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户还可以使用吗
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户怎么解锁
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号怎么解锁
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户怎么登陆
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号怎么登陆
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户还可以激活吗
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号还可以激活吗
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账户还可以登陆使用吗
fun88,cn,user,account/ dormant members,不活跃账号,account/ dormant members/不活跃账号,不活跃账号还可以登陆使用吗
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,"帮我关闭这帐户,我要重新注册"
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,我可以注册另外一个帐号吗
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,可以有两个帐号吗
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,关闭账户
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,多重账户
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,多重账号
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,双重账户
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,双重账号
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,多个账号
fun88,cn,user,account/ duplicate,多重账户,account/ duplicate/多重账户,多个账户
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,我要取消自我限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,马上取消限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,我要马上游戏，取消限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,请帮我取消限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,如何取消限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,取消自我限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,怎样取消自我限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,自我限制取消
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,取消登录限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,如何取消登录限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,怎么取消登录限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,如何取消游戏限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,怎么取消游戏限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,取消游戏限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,取消转账限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,怎么取消转账限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,如何取消转账限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,取消游戏转账限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,如何取消游戏转账限制
fun88,cn,user,account/ self - exclusion,取消自我限制,account/ self - exclusion/取消自我限制,怎么取消游戏转账限制
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,我要解锁账号
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,解锁
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,马上开启账号
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,开启账号
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,我账户被锁了
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账户显示未开启
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账号显示未开启
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账号无效
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账户无效
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,我的账号显示无效
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,我的账户显示无效
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,为什么我的账户被锁了
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,为什么我的账号被锁了
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账号被锁了
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,账户被锁了
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,解锁账户
fun88,cn,user,account/ unlock,账号解锁,account/ unlock/账号解锁,解锁账号
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,为什么我没办法登入网站
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,你们是不是有区域限制
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,我不在中国可以登入吗
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,显示地区限制
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,显示不在服务区
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,为什么显示我不在服务地区
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,页面显示不在服务区
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,非服务地区
fun88,cn,user,account/ unqualified country,不在服务区,account/ unqualified country/不在服务区,非服务范围
