IntentIndex,Category,Intent,Intent ID,Brand,Lang,TextLength,Text,TextSegmented
5,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,13.0,你好，我想要更改我的用户名,你好 ， 我 想要 更改 我 的 用户名 
6,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,11.0,我找不到改用户名的入口,我 找 不到 改用 户 名 的 入口 
7,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,7.0,改用户名的入口,改用 户 名 的 入口 
8,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,10.0,我想换个用户名怎么办,我 想 换 个 用户名 怎么办 
9,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,10.0,想换个简单点的用户名,想 换 个 简单 点 的 用户名 
10,account,如何更改用户名？,account/如何更改用户名？,fun88,cn,11.0,去哪里操作更改用户名？,去 哪里 操作 更改 用户名 ？ 
1,account,如何激活账户,account/如何激活账户,fun88,cn,8.0,帮我重新激活账号,帮 我 重新 激活 账号 
2,account,如何激活账户,account/如何激活账户,fun88,cn,6.0,怎么激活账户,怎么 激活 账户 
3,account,如何激活账户,account/如何激活账户,fun88,cn,12.0,问下注销的号可以解锁码？,问 下注 销 的 号 可以 解 锁 码 ？ 
4,account,如何激活账户,account/如何激活账户,fun88,cn,6.0,可以解锁吗？,可以 解 锁 吗 ？ 
5,account,如何激活账户,account/如何激活账户,fun88,cn,4.0,帮我激活,帮 我 激活 
6,account,如何激活账户,account/如何激活账户,fun88,cn,12.0,我能恢复之前注消的帐号吗,我 能 恢复 之前 注 消 的 帐号 吗 
7,account,如何激活账户,account/如何激活账户,fun88,cn,6.0,解除冻结账号,解除 冻结 账号 
8,account,如何激活账户,account/如何激活账户,fun88,cn,11.0,之前注销了，想重新开通,之前 注销 了 ， 想 重新 开通 
9,account,如何激活账户,account/如何激活账户,fun88,cn,8.0,请问如何激活账户,请问 如何 激活 账户 
10,account,如何激活账户,account/如何激活账户,fun88,cn,14.0,为什么我的账户还没有被激活？,为什么 我 的 账户 还 没有 被 激活 ？ 
11,account,如何激活账户,account/如何激活账户,fun88,cn,16.0,我需要提供什么文件才能激活账户？,我 需要 提供 什么 文件 才能 激活 账户 ？ 
12,account,如何激活账户,account/如何激活账户,fun88,cn,19.0,我现在想要入金，能现在激活我的账户吗？,我 现在 想要 入 金 ， 能 现在 激活 我 的 账户 吗 ？ 
13,account,如何激活账户,account/如何激活账户,fun88,cn,32.0,我跟我朋友同时申请开户，怎么他的账户激活了可是我的还没有激活呢？,我 跟 我 朋友 同时 申请 开户 ， 怎么 他 的 账户 激活 了 可是 我 的 还 没有 激活 呢 ？ 
14,account,如何激活账户,account/如何激活账户,fun88,cn,19.0,申请开户之后需要多久才能激活我的账户？,申请 开户 之后 需要 多久 才能 激活 我 的 账户 ？ 
15,account,如何激活账户,account/如何激活账户,fun88,cn,10.0,账户怎么还没激活啊？,账户 怎么 还 没 激活 啊 ？ 
16,account,如何激活账户,account/如何激活账户,fun88,cn,10.0,請協助我激活我的賬戶,請 協 助 我 激活 我 的 賬 戶 
17,account,如何激活账户,account/如何激活账户,fun88,cn,16.0,兩天了，為什麼我的賬戶還沒激活？,兩 天 了 ， 為 什 麼 我 的 賬 戶 還 沒 激活 ？ 
18,account,如何激活账户,account/如何激活账户,fun88,cn,12.0,還需要多久才能激活賬戶？,還 需要 多久 才能 激活 賬 戶 ？ 
19,account,如何激活账户,account/如何激活账户,fun88,cn,4.0,开通账号,开通 账号 
20,account,如何激活账户,account/如何激活账户,fun88,cn,4.0,恢复帐号,恢复 帐号 
1,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,17.0,我已经验证邮箱了，为什么还要验证？,我 已经 验证 邮箱 了 ， 为什么 还要 验证 ？ 
2,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,20.0,已经验证好了，为什么还是一直提示我要验证,已经 验证 好 了 ， 为什么 还是 一直 提示 我 要 验证 
3,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,16.0,已经点击验证了，怎么还是要我验证,已经 点击 验证 了 ， 怎么 还是 要 我 验证 
4,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,23.0,都显示已验证了，怎么提款的时候还是提示要验证啊,都 显示 已 验证 了 ， 怎么 提款 的 时候 还是 提示 要 验证 啊 
5,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,22.0,怎么才算验证好，已经验证了还是要我进行验证呢,怎么 才 算 验证 好 ， 已经 验证 了 还是 要 我 进行 验证 呢 
6,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,21.0,我已经验证了邮箱，提款怎么还是要我进行验证,我 已经 验证 了 邮箱 ， 提款 怎么 还是 要 我 进行 验证 
7,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,16.0,一直要验证，但是我已经验证好了呀,一直 要 验证 ， 但是 我 已经 验证 好 了 呀 
8,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,19.0,显示已验证，可是提款时还是提示我要验证,显示 已 验证 ， 可是 提款 时 还是 提示 我 要 验证 
9,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,23.0,在个人资料已经显示验证了，还是要我验证，提不了,在 个人 资料 已经 显示 验证 了 ， 还是 要 我 验证 ， 提 不了 
10,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,fun88,cn,21.0,为什么我无法提款，一直让我验证，我验证了呀,为什么 我 无法 提款 ， 一直 让 我 验证 ， 我 验证 了 呀 
1,account,忘记用户名,account/忘记用户名,fun88,cn,5.0,我忘记账号,我 忘记 账号 
2,account,忘记用户名,account/忘记用户名,fun88,cn,7.0,我忘了我的账号,我 忘 了 我 的 账号 
3,account,忘记用户名,account/忘记用户名,fun88,cn,15.0,我之前注册忘记用户名了怎么办啊,我 之前 注册 忘记 用户名 了 怎么办 啊 
4,account,忘记用户名,account/忘记用户名,fun88,cn,11.0,我忘记了自己的会员账号,我 忘记 了 自己 的 会员 账号 
5,account,忘记用户名,account/忘记用户名,fun88,cn,6.0,我忘了用户名,我 忘 了 用户名 
6,account,忘记用户名,account/忘记用户名,fun88,cn,9.0,我忘了账号怎么办？,我 忘 了 账号 怎么办 ？ 
7,account,忘记用户名,account/忘记用户名,fun88,cn,6.0,我忘记账号了,我 忘记 账号 了 
8,account,忘记用户名,account/忘记用户名,fun88,cn,6.0,账号我忘记了,账号 我 忘记 了 
9,account,忘记用户名,account/忘记用户名,fun88,cn,8.0,在哪里看用户名？,在 哪里 看 用户名 ？ 
10,account,忘记用户名,account/忘记用户名,fun88,cn,9.0,我的用户名是什么？,我 的 用户名 是 什么 ？ 
11,account,忘记用户名,account/忘记用户名,fun88,cn,7.0,用户名是什么？,用户名 是 什么 ？ 
12,account,忘记用户名,account/忘记用户名,fun88,cn,14.0,用户名信息会发送电邮给我吗？,用户名 信息 会 发送 电 邮 给 我 吗 ？ 
13,account,忘记用户名,account/忘记用户名,fun88,cn,11.0,不记得用户名了怎么办？,不 记得 用户名 了 怎么办 ？ 
14,account,忘记用户名,account/忘记用户名,fun88,cn,10.0,我可以怎样找回用户名,我 可以 怎样 找回 用户名 
15,account,忘记用户名,account/忘记用户名,fun88,cn,9.0,我不清楚我的用户名,我 不 清楚 我 的 用户名 
16,account,忘记用户名,account/忘记用户名,fun88,cn,8.0,我忘记我的名称了,我 忘记 我 的 名称 了 
17,account,忘记用户名,account/忘记用户名,fun88,cn,11.0,我用客户端，忘记用户名,我 用 客户端 ， 忘记 用户名 
18,account,忘记用户名,account/忘记用户名,fun88,cn,10.0,我用手机，忘记用户名,我 用 手机 ， 忘记 用户名 
19,account,忘记用户名,account/忘记用户名,fun88,cn,10.0,我用电脑，忘记用户名,我 用电 脑 ， 忘记 用户名 
20,account,忘记用户名,account/忘记用户名,fun88,cn,9.0,忘记用户名以及邮箱,忘记 用户名 以及 邮箱 
1,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,10.0,你好，怎么注销账号呢,你好 ， 怎么 注销 账号 呢 
2,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,6.0,帮我注销账户,帮 我 注销 账户 
3,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,7.0,可以注销账号吗,可以 注销 账号 吗 
4,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,8.0,能帮我注销账户吗,能 帮 我 注销 账户 吗 
5,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,15.0,"能不能注销掉,让我永远不能登录","能 不能 注销 掉 , 让 我 永远 不能 登录 "
6,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,4.0,怎么销号,怎么 销 号 
7,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,6.0,快点帮我注销,快点 帮 我 注销 
8,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,5.0,可以注销吗,可以 注销 吗 
9,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,4.0,帮我注销,帮 我 注销 
10,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,2.0,注销,注销 
11,account,想要申请注销账号,account/想要申请注销账号,fun88,cn,10.0,问下，怎么注销账户呀,问 下 ， 怎么 注销 账户 呀 
1,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,8.0,我的推荐码是什么,我 的 推荐 码 是 什么 
2,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,13.0,不填推荐码会不会影响我注册,不 填 推荐 码 会 不会 影响 我 注册 
3,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,6.0,推荐码是什么,推荐 码 是 什么 
4,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,7.0,怎么获得推荐码,怎么 获得 推荐 码 
5,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,10.0,推荐码哪里可以获取？,推荐 码 哪里 可以 获取 ？ 
6,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,12.0,注册时的这个推荐码是什么,注册 时 的 这个 推荐 码 是 什么 
7,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,9.0,注册需要填写推荐码,注册 需要 填写 推荐 码 
8,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,13.0,在哪里可以获得这个推荐码呀,在 哪里 可以 获得 这个 推荐 码 呀 
9,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,23.0,问一下，这个推荐码是什么，一定要填写才能注册吗,问 一下 ， 这个 推荐 码 是 什么 ， 一定 要 填写 才能 注册 吗 
10,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,10.0,推荐码是跟客服领取吗,推荐 码 是 跟 客 服 领取 吗 
11,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,15.0,我朋友推荐我来，去哪里拿推荐码,我 朋友 推荐 我 来 ， 去 哪里 拿 推荐 码 
12,account,我的推荐码是什么,account/我的推荐码是什么,fun88,cn,8.0,推荐代码在那查看,推荐 代码 在 那 查看 
1,account,无法注册,account/无法注册,fun88,cn,8.0,为什么我无法注册,为什么 我 无法 注册 
2,account,无法注册,account/无法注册,fun88,cn,17.0,提示我的邮箱被人注册了，我不能注册,提示 我 的 邮箱 被 人 注册 了 ， 我 不能 注册 
3,account,无法注册,account/无法注册,fun88,cn,8.0,为什么还不能注册,为什么 还 不能 注册 
4,account,无法注册,account/无法注册,fun88,cn,8.0,系统说我不能注册,系统 说 我 不能 注册 
5,account,无法注册,account/无法注册,fun88,cn,12.0,可以告诉我为什么不能注册,可以 告诉 我 为什么 不能 注册 
6,account,无法注册,account/无法注册,fun88,cn,4.0,无法注册,无法 注册 
7,account,无法注册,account/无法注册,fun88,cn,5.0,不可以注册,不可 以 注册 
8,account,无法注册,account/无法注册,fun88,cn,4.0,注册不到,注册 不到 
9,account,无法注册,account/无法注册,fun88,cn,4.0,不能注册,不能 注册 
10,account,无法注册,account/无法注册,fun88,cn,4.0,注册不了,注册 不了 
11,account,无法注册,account/无法注册,fun88,cn,13.0,我想注册新号，但是注册不了,我 想 注册 新 号 ， 但是 注册 不了 
12,account,无法注册,account/无法注册,fun88,cn,13.0,我想问下为什么我注册不上啊,我 想 问 下 为什么 我 注册 不 上 啊 
13,account,无法注册,account/无法注册,fun88,cn,17.0,我想注册，但是提示我邮箱已经被使用,我 想 注册 ， 但是 提示 我 邮箱 已经 被 使用 
14,account,无法注册,account/无法注册,fun88,cn,6.0,怎么注册不了,怎么 注册 不了 
15,account,无法注册,account/无法注册,fun88,cn,15.0,刚刚注销了，我从新在注册不行呢,刚刚 注销 了 ， 我 从 新 在 注册 不行 呢 
1,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,11.0,我怎么登不上我的帐号了,我 怎么 登 不 上 我 的 帐号 了 
2,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,10.0,账号怎么登入不上去了,账号 怎么 登 入 不 上去 了 
3,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,11.0,为什么我的账号无法登录,为什么 我 的 账号 无法 登录 
4,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,9.0,我的帐号点无法登陆,我 的 帐号 点 无法 登陆 
5,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,15.0,你好，为什么我的帐号不能登入呀,你好 ， 为什么 我 的 帐号 不能 登 入 呀 
6,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,13.0,你好，我的账号怎么登不上了,你好 ， 我 的 账号 怎么 登 不 上 了 
7,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,15.0,我赢钱了，为什么账户突然禁用了,我 赢 钱 了 ， 为什么 账户 突然 禁用 了 
8,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,11.0,禁用我的账号，什么意思,禁用 我 的 账号 ， 什么 意思 
9,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,8.0,怎么登不上账号了,怎么 登 不 上 账号 了 
10,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,14.0,为什么显示无法登入联系客服？,为什么 显示 无法 登 入 联系 客 服 ？ 
11,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,9.0,你好，怎么登陆不了,你好 ， 怎么 登陆 不了 
12,account,无法登陆乐天堂账号,account/无法登陆乐天堂账号,fun88,cn,11.0,我的账号好像等不上去了,我 的 账号 好像 等 不 上去 了 
1,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,8.0,怎么更换真实姓名,怎么 更换 真实 姓名 
2,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,6.0,更改真实姓名,更改 真实 姓名 
3,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,9.0,名字写错了，怎么改,名字 写 错 了 ， 怎么 改 
4,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,10.0,我要改名，怎么操作？,我 要 改名 ， 怎么 操作 ？ 
5,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,6.0,要怎么换名字,要 怎么 换 名字 
6,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,10.0,注册姓名可以更改的吗,注册 姓名 可以 更改 的 吗 
7,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,15.0,姓名写错了是不是在个人资料改啊,姓名 写 错 了 是不是 在 个人 资料 改 啊 
8,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,15.0,我的名字有一个字打错了，怎么办,我 的 名字 有 一个 字 打 错 了 ， 怎么办 
9,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,17.0,名字里不小心写错了一个字，帮我改下,名字 里 不小 心 写 错 了 一个 字 ， 帮 我 改 下 
10,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,10.0,我要更正我的真实姓名,我 要 更正 我 的 真实 姓名 
11,account,更换账户真实姓名,account/更换账户真实姓名,fun88,cn,7.0,名字去哪儿改呀,名字 去 哪儿 改 呀 
1,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,6.0,帐号又被锁了,帐号 又 被 锁 了 
2,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,7.0,账号被锁定了吗,账号 被 锁定 了 吗 
3,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,10.0,你好，我的账号被锁了,你好 ， 我 的 账号 被 锁 了 
4,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,25.0,你好！说我登录次数过多，无法登录，请协助处理，谢谢,你好 ！ 说 我 登录 次数 过 多 ， 无法 登录 ， 请 协助 处理 ， 谢谢 
5,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,5.0,登录限制了,登录 限制 了 
6,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,6.0,账号登录错误,账号 登录 错误 
7,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,11.0,我账号怎么显示无效的呢,我 账号 怎么 显示 无效 的 呢 
8,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,10.0,电脑端账号用户名无效,电脑 端 账号 用户名 无效 
9,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,13.0,我输入多次密码错误，什么办,我 输入 多次 密码 错误 ， 什么 办 
10,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,24.0,我在游戏登录，输入密码超过规定次数，被锁了怎么办,我 在 游戏 登录 ， 输入 密码 超过 规定 次数 ， 被 锁 了 怎么办 
11,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,13.0,我密码按错超过了次数怎么办,我 密码 按 错 超过 了 次数 怎么办 
12,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,8.0,账号密码多次错误,账号 密码 多次 错误 
13,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,19.0,请问为什么登陆不了，提示已超过尝试限制,请问 为什么 登陆 不了 ， 提示 已 超过 尝试 限制 
14,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,10.0,登录次数多了，怎么办,登录 次数 多 了 ， 怎么办 
15,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,14.0,我这个尝试登录次数过多怎么办,我 这个 尝试 登录 次数 过 多 怎么办 
16,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,11.0,我登陆次数多，登陆不上,我 登陆 次数 多 ， 登陆 不 上 
17,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,15.0,你好，我的帐号登录几次进不去了,你好 ， 我 的 帐号 登录 几次 进 不 去 了 
18,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,9.0,登陆次数过多怎么办,登陆 次数 过 多 怎么办 
19,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,14.0,你好，我账号怎么被限制登录了,你好 ， 我 账号 怎么 被 限制 登录 了 
20,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,12.0,我登入过多受限制了怎么弄,我 登 入 过 多 受限 制 了 怎么 弄 
21,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,13.0,密码怎么回事，我登不了账户,密码 怎么 回事 ， 我 登 不了 账户 
22,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,17.0,我输入了我的密码，可是一直显示错误,我 输入 了 我 的 密码 ， 可是 一直 显示 错误 
23,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,21.0,我登录不上去，说受到了限制，与客服人员联系,我 登录 不 上去 ， 说 受到 了 限制 ， 与 客 服 人员 联系 
24,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,fun88,cn,4.0,怎么解锁,怎么 解 锁 
1,account,解除自我限制,account/解除自我限制,fun88,cn,7.0,解除行为限制？,解除 行为 限制 ？ 
2,account,解除自我限制,account/解除自我限制,fun88,cn,6.0,解除限制登录,解除 限制 登录 
3,account,解除自我限制,account/解除自我限制,fun88,cn,4.0,移除限制,移 除 限制 
4,account,解除自我限制,account/解除自我限制,fun88,cn,8.0,解除自我限制设置,解除 自我 限制 设置 
5,account,解除自我限制,account/解除自我限制,fun88,cn,9.0,我现在要解除限制了,我 现在 要 解除 限制 了 
6,account,解除自我限制,account/解除自我限制,fun88,cn,10.0,可以解除自我禁止吗？,可以 解除 自我 禁止 吗 ？ 
7,account,解除自我限制,account/解除自我限制,fun88,cn,8.0,能自我解除限制么,能 自我 解除 限制 么 
8,account,解除自我限制,account/解除自我限制,fun88,cn,14.0,我想回来玩了帮我解除限制登陆,我 想 回来 玩 了 帮 我 解除 限制 登陆 
9,account,解除自我限制,account/解除自我限制,fun88,cn,12.0,可以自己把自己账户解开吗,可以 自己 把 自己 账户 解开 吗 
10,account,解除自我限制,account/解除自我限制,fun88,cn,11.0,不要启动自我限制的功能,不要 启动 自我 限制 的 功能 
11,account,解除自我限制,account/解除自我限制,fun88,cn,7.0,我不要自我限制,我 不要 自我 限制 
12,account,解除自我限制,account/解除自我限制,fun88,cn,13.0,要玩了，解除限制我的账户吧,要 玩 了 ， 解除 限制 我 的 账户 吧 
13,account,解除自我限制,account/解除自我限制,fun88,cn,11.0,解除账户，需要什么文件,解除 账户 ， 需要 什么 文件 
14,account,解除自我限制,account/解除自我限制,fun88,cn,13.0,解除自我限制登录乐天堂账户,解除 自我 限制 登录 乐天堂 账户 
