Brand,Category,Intent,Intent ID,Intent Type,Lang,Text
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,我已经验证邮箱了，为什么还要验证？
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,已经验证好了，为什么还是一直提示我要验证
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,已经点击验证了，怎么还是要我验证
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,都显示已验证了，怎么提款的时候还是提示要验证啊
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,怎么才算验证好，已经验证了还是要我进行验证呢
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,我已经验证了邮箱，提款怎么还是要我进行验证
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,一直要验证，但是我已经验证好了呀
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,显示已验证，可是提款时还是提示我要验证
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,在个人资料已经显示验证了，还是要我验证，提不了
betway,account,已经验证了， 但是还提示验证？,account/已经验证了， 但是还提示验证？,user,cn,为什么我无法提款，一直让我验证，我验证了呀
betway,account,必威账户相关问题,account/必威账户相关问题,user,cn,我想问账户相关问题
betway,account,必威账户相关问题,account/必威账户相关问题,user,cn,账户
betway,account,必威账户相关问题,account/必威账户相关问题,user,cn,亲亲可不可以帮我看看我的身份证号码是多少
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘记账号
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘了我的账号
betway,account,忘记用户名,account/忘记用户名,user,cn,我之前注册忘记用户名了怎么办啊
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘记了自己的会员账号
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘了用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘了账号怎么办？
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘记账号了
betway,account,忘记用户名,account/忘记用户名,user,cn,账号我忘记了
betway,account,忘记用户名,account/忘记用户名,user,cn,在哪里看用户名？
betway,account,忘记用户名,account/忘记用户名,user,cn,我的用户名是什么？
betway,account,忘记用户名,account/忘记用户名,user,cn,用户名是什么？
betway,account,忘记用户名,account/忘记用户名,user,cn,用户名信息会发送电邮给我吗？
betway,account,忘记用户名,account/忘记用户名,user,cn,不记得用户名了怎么办？
betway,account,忘记用户名,account/忘记用户名,user,cn,我可以怎样找回用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,我不清楚我的用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,我忘记我的名称了
betway,account,忘记用户名,account/忘记用户名,user,cn,我用客户端，忘记用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,我用手机，忘记用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,我用电脑，忘记用户名
betway,account,忘记用户名,account/忘记用户名,user,cn,忘记用户名以及邮箱
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,帮我重新激活账号
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,怎么激活账户
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,问下注销的号可以解锁码？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,可以解锁吗？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,帮我激活
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,我能恢复之前注消的帐号吗
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,解除冻结账号
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,之前注销了，想重新开通
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,请问如何激活账户
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,为什么我的账户还没有被激活？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,我需要提供什么文件才能激活账户？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,我现在想要入金，能现在激活我的账户吗？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,我跟我朋友同时申请开户，怎么他的账户激活了可是我的还没有激活呢？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,申请开户之后需要多久才能激活我的账户？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,账户怎么还没激活啊？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,請協助我激活我的賬戶
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,兩天了，為什麼我的賬戶還沒激活？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,還需要多久才能激活賬戶？
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,开通账号
betway,account,想要激活必威账号,account/想要激活必威账号,user,cn,恢复帐号
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,你好，怎么注销账号呢
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,帮我注销账户
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,可以注销账号吗
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,能帮我注销账户吗
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,"能不能注销掉,让我永远不能登录"
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,怎么销号
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,快点帮我注销
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,可以注销吗
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,帮我注销
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,注销
betway,account,想要申请注销账号,account/想要申请注销账号,user,cn,问下，怎么注销账户呀
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,我的推荐码是什么
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,不填推荐码会不会影响我注册
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,推荐码是什么
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,怎么获得推荐码
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,推荐码哪里可以获取？
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,注册时的这个推荐码是什么
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,注册需要填写推荐码
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,在哪里可以获得这个推荐码呀
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,问一下，这个推荐码是什么，一定要填写才能注册吗
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,推荐码是跟客服领取吗
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,我朋友推荐我来，去哪里拿推荐码
betway,account,我的推荐码是什么,account/我的推荐码是什么,user,cn,推荐代码在那查看
betway,account,无法注册,account/无法注册,user,cn,为什么我无法注册
betway,account,无法注册,account/无法注册,user,cn,提示我的邮箱被人注册了，我不能注册
betway,account,无法注册,account/无法注册,user,cn,为什么还不能注册
betway,account,无法注册,account/无法注册,user,cn,系统说我不能注册
betway,account,无法注册,account/无法注册,user,cn,可以告诉我为什么不能注册
betway,account,无法注册,account/无法注册,user,cn,无法注册
betway,account,无法注册,account/无法注册,user,cn,不可以注册
betway,account,无法注册,account/无法注册,user,cn,注册不到
betway,account,无法注册,account/无法注册,user,cn,不能注册
betway,account,无法注册,account/无法注册,user,cn,注册不了
betway,account,无法注册,account/无法注册,user,cn,我想注册新号，但是注册不了
betway,account,无法注册,account/无法注册,user,cn,我想问下为什么我注册不上啊
betway,account,无法注册,account/无法注册,user,cn,我想注册，但是提示我邮箱已经被使用
betway,account,无法注册,account/无法注册,user,cn,怎么注册不了
betway,account,无法注册,account/无法注册,user,cn,刚刚注销了，我从新在注册不行呢
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,我怎么登不上我的帐号了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,账号怎么登入不上去了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,为什么我的账号无法登录
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,我的帐号点无法登陆
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,你好，为什么我的帐号不能登入呀
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,你好，我的账号怎么登不上了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,我赢钱了，为什么账户突然禁用了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,禁用我的账号，什么意思
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,怎么登不上账号了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,为什么显示无法登入联系客服？
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,你好，怎么登陆不了
betway,account,无法登陆必威账号,account/无法登陆必威账号,user,cn,我的账号好像等不上去了
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,怎么更换真实姓名
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,更改真实姓名
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,名字写错了，怎么改
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,我要改名，怎么操作？
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,要怎么换名字
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,注册姓名可以更改的吗
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,姓名写错了是不是在个人资料改啊
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,我的名字有一个字打错了，怎么办
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,名字里不小心写错了一个字，帮我改下
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,我要更正我的真实姓名
betway,account,更换账户真实姓名,account/更换账户真实姓名,user,cn,名字去哪儿改呀
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,帐号又被锁了
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,账号被锁定了吗
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,你好，我的账号被锁了
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,你好！说我登录次数过多，无法登录，请协助处理，谢谢
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,登录限制了
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,账号登录错误
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我账号怎么显示无效的呢
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,电脑端账号用户名无效
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我输入多次密码错误，什么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我在游戏登录，输入密码超过规定次数，被锁了怎么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我密码按错超过了次数怎么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,账号密码多次错误
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,请问为什么登陆不了，提示已超过尝试限制
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,登录次数多了，怎么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我这个尝试登录次数过多怎么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我登陆次数多，登陆不上
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,你好，我的帐号登录几次进不去了
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,登陆次数过多怎么办
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,你好，我账号怎么被限制登录了
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我登入过多受限制了怎么弄
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,密码怎么回事，我登不了账户
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我输入了我的密码，可是一直显示错误
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,我登录不上去，说受到了限制，与客服人员联系
betway,account,用户名或密码无效？超过尝试限制,account/用户名或密码无效？超过尝试限制,user,cn,怎么解锁
betway,account,解除自我限制,account/解除自我限制,user,cn,解除行为限制？
betway,account,解除自我限制,account/解除自我限制,user,cn,解除限制登录
betway,account,解除自我限制,account/解除自我限制,user,cn,移除限制
betway,account,解除自我限制,account/解除自我限制,user,cn,解除自我限制设置
betway,account,解除自我限制,account/解除自我限制,user,cn,我现在要解除限制了
betway,account,解除自我限制,account/解除自我限制,user,cn,可以解除自我禁止吗？
betway,account,解除自我限制,account/解除自我限制,user,cn,能自我解除限制么
betway,account,解除自我限制,account/解除自我限制,user,cn,我想回来玩了帮我解除限制登陆
betway,account,解除自我限制,account/解除自我限制,user,cn,可以自己把自己账户解开吗
betway,account,解除自我限制,account/解除自我限制,user,cn,不要启动自我限制的功能
betway,account,解除自我限制,account/解除自我限制,user,cn,我不要自我限制
betway,account,解除自我限制,account/解除自我限制,user,cn,要玩了，解除限制我的账户吧
betway,account,解除自我限制,account/解除自我限制,user,cn,解除账户，需要什么文件
betway,account,解除自我限制,account/解除自我限制,user,cn,解除自我限制登录必威账户
betway,account,解除自我限制,account/解除自我限制,user,cn,帮忙解除一下自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,帮忙设置一下账号的自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,在吗？帮忙账号设置自我限制，谢谢
betway,account,设置自我限制,account/设置自我限制,user,cn,你好，以前有那个自我限制的设置怎么没有了
betway,account,设置自我限制,account/设置自我限制,user,cn,帮忙做下账号的自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,我要自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,我想设置自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,帮我设置自我限制
betway,account,设置自我限制,account/设置自我限制,user,cn,自我限制怎么设置
betway,account,设置自我限制,account/设置自我限制,user,cn,你好，我好像有点控制不住自己了，能不能帮我设置自我限制功能
betway,account,设置自我限制,account/设置自我限制,user,cn,帮忙把我账号做下自我限制谢谢
betway,account,设置自我限制,account/设置自我限制,user,cn,我可以自我限制吗
betway,account,设置自我限制,account/设置自我限制,user,cn,我可以自己限制自己登入吗
betway,account,设置自我限制,account/设置自我限制,user,cn,设置行为限制
betway,account,设置自我限制,account/设置自我限制,user,cn,可以锁上账户吗
betway,account,设置自我限制,account/设置自我限制,user,cn,账户限制
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,你好，我邮箱后缀填写错误了
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱填错怎么修改
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,我改一下邮箱
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,我邮箱填错了怎么办
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,能不能帮我换邮箱
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,如何修改邮箱
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,我注册时邮箱写错了
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱写错了可以改吗
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,我要改一下邮箱地址
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱地址填错了，无法验证怎么弄
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱打错了
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱错误怎么办
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,如欲更换邮箱地址怎么办
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,请协助更换邮箱地址
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,我欲更换邮箱地址
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,邮箱地址需要更换，请协助
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,怎么换邮箱地址
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,怎么更换邮箱地址
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,更换邮件
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,APP如何更邮箱？
betway,account/email,如何更换邮件地址？,account/email/如何更换邮件地址？,user,cn,前几天刚注册的号，由于眼花把邮箱号码里一个0看成8注册了，能不能帮我改下
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,如何验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,怎么弄邮箱验证
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,我不会验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,怎么验证邮箱？
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,说要验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,可以怎么处理验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,怎样进行邮箱验证
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,我要验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,可以告诉我怎样验证邮箱
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,邮箱去哪里验证？
betway,account/email,如何验证邮箱？,account/email/如何验证邮箱？,user,cn,我不会验证啊，邮箱
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,我忘记电邮
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,忘记邮箱账号了怎么找回？
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,我忘记邮箱啊
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,忘记邮箱了怎么找回
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,忘记邮箱了
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,"我就是忘记邮箱了,你能查一下发我吗?"
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,去哪里可以找回我绑定的邮箱号呀？
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,不记得邮箱号了，怎么办
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,注册邮箱在哪里可以看见
betway,account/email,忘记注册邮箱？,account/email/忘记注册邮箱？,user,cn,我注册邮箱多少，我忘记了，可以帮我找回吗
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,你好！为什么我验证邮箱那么久没收到邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,验证邮箱收不到
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,我收不到验证的邮箱
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,我邮箱一直收不到验证码
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,我的邮箱没有收到任何验证码阿
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,我验证邮箱怎么收不到验证码
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,邮箱验证怎么一直没收到邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,不能验证邮箱。没收到邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,你好，我邮箱验证的邮件收不到，怎么办
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,邮箱认证没有收到邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,一直要验证邮箱，但是邮箱没有收到验证邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,邮箱验证怎么没有收到邮件
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,点验证邮箱，怎么没有发送邮件到我这里
betway,account/email,无法收到必威邮箱验证的邮件,account/email/无法收到必威邮箱验证的邮件,user,cn,我验证邮箱为什么发送了10分钟我还没有收到
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,你好，问下我重置密码邮件发了怎么收不到
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,我密码忘了，提交了邮箱，可是没收到你们的重置密码邮件，怎么办
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,重置密码收不到邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,为什么没收到重置密码邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,好久了，没有看到重置密码邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,收不到重置密码邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,邮箱看不到有重置密码的邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,邮箱里怎没看到有重置密码的邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,点了，但是没有重置密码的邮件
betway,account/email,无法收到必威重置密码的邮件,account/email/无法收到必威重置密码的邮件,user,cn,为什么有没有重置密码邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,我提款怎么没收到邮件呢
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,我提款都没收到邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,我第一次提款，邮箱没收到验证邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,我申请提款怎么你们没发邮件给我啊
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款收不到邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,没有收到验证银行账户的邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款申请也不给我发邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款没有收到验证银行信息邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提现收不到邮件怎么办
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款新账户，没有收到邮件确认
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,收不到提款邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,无法收到必威首次提款验证的邮件
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款的邮件没收到
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款邮件没收到，垃圾箱那也没
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款邮件在哪？
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款的邮件有发吗？我没收到
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,提款的邮件啊，不是银行中心在哪
betway,account/email,无法收到必威首次提款验证的邮件,account/email/无法收到必威首次提款验证的邮件,user,cn,要反垃圾了才可以收到提款的邮件吗？
